Comunidad Autónoma;Confirmados;Muertes;Día;Población;% de letalidad;% Población contagiada total;% Población fallecida total
Pais Vasco;36095;1587.0;2020-09-12;2207776;4.396730849148081;1.6349031785833346;0.07188229240647602
Navarra;12232;542.0;2020-09-12;2153389;4.431000654022236;0.5680348511114341;0.025169627967821885
Murcia;10220;169.0;2020-09-12;1493898;1.6536203522504893;0.6841163185170608;0.011312686676064899
Melilla;577;3.0;2020-09-12;86487;0.5199306759098787;0.6671522887832854;0.003468729404419161
Madrid;160221;8818.0;2020-09-12;6663394;5.503648086081101;2.40449536677555;0.1323349632334513
La Rioja;6528;382.0;2020-09-12;316798;5.85171568627451;2.060619069564833;0.1205815693280892
Extremadura;6643;538.0;2020-09-12;1067710;8.09875056450399;0.6221726873401954;0.05038821402815371
Ceuta;376;7.0;2020-09-12;84777;1.8617021276595744;0.44351651981079776;0.00825695648583932
Andalucia;40125;1573.0;2020-09-12;8414240;3.9202492211838007;0.47687016296183615;0.0186944988495693
Aragon;29665;1212.0;2020-09-12;1319291;4.0856227877970674;2.2485562320973917;0.09186752581500215
Asturias;3828;338.0;2020-09-12;1022800;8.829676071055381;0.3742667188111068;0.03304653891278842
Baleares;10729;258.0;2020-09-12;1149460;2.4046975486997857;0.9333948114766935;0.02244532215127103
Valencia;30866;1515.0;2020-09-12;5003769;4.908313354500097;0.6168550146899268;0.03027717706392921
Cataluña;122320;5780.0;2020-09-12;7675217;4.725310660562459;1.5937008686529646;0.07530731704393505
Cantabria;5372;227.0;2020-09-12;581078;4.225614296351452;0.9244886228699073;0.03906532341613346
Castilla-La Mancha;29130;3052.0;2020-09-12;2032863;10.477171301064194;1.432954409618356;0.15013308816186827
Castilla-Leon;34087;2883.0;2020-09-12;2399548;8.457769824273184;1.4205592053170013;0.12014762780323628
Canarias;10133;189.0;2020-09-12;2153389;1.8651929339780915;0.47056059077110546;0.008776862889148222
Extremadura;6643;538.0;2020-09-13;1067710;8.09875056450399;0.6221726873401954;0.05038821402815371
Total;566326;29747.0;2020-09-13;48525383;5.252628344804935;1.167071674632635;0.06130193758594342
Pais Vasco;36095;1587.0;2020-09-13;2207776;4.396730849148081;1.6349031785833346;0.07188229240647602
Navarra;12232;542.0;2020-09-13;2153389;4.431000654022236;0.5680348511114341;0.025169627967821885
Murcia;10220;169.0;2020-09-13;1493898;1.6536203522504893;0.6841163185170608;0.011312686676064899
Melilla;577;3.0;2020-09-13;86487;0.5199306759098787;0.6671522887832854;0.003468729404419161
Madrid;160221;8818.0;2020-09-13;6663394;5.503648086081101;2.40449536677555;0.1323349632334513
La Rioja;6528;382.0;2020-09-13;316798;5.85171568627451;2.060619069564833;0.1205815693280892
Galicia;17179;674.0;2020-09-13;2699499;3.923394842540311;0.6363773426106103;0.02496759583907977
Cataluña;122320;5780.0;2020-09-13;7675217;4.725310660562459;1.5937008686529646;0.07530731704393505
Cantabria;5372;227.0;2020-09-13;581078;4.225614296351452;0.9244886228699073;0.03906532341613346
Castilla-Leon;34087;2883.0;2020-09-13;2399548;8.457769824273184;1.4205592053170013;0.12014762780323628
Castilla-La Mancha;29130;3052.0;2020-09-13;2032863;10.477171301064194;1.432954409618356;0.15013308816186827
Canarias;10133;189.0;2020-09-13;2153389;1.8651929339780915;0.47056059077110546;0.008776862889148222
Valencia;30866;1515.0;2020-09-13;5003769;4.908313354500097;0.6168550146899268;0.03027717706392921
Baleares;10729;258.0;2020-09-13;1149460;2.4046975486997857;0.9333948114766935;0.02244532215127103
Asturias;3828;338.0;2020-09-13;1022800;8.829676071055381;0.3742667188111068;0.03304653891278842
Aragon;29665;1212.0;2020-09-13;1319291;4.0856227877970674;2.2485562320973917;0.09186752581500215
Andalucia;40125;1573.0;2020-09-13;8414240;3.9202492211838007;0.47687016296183615;0.0186944988495693
Ceuta;376;7.0;2020-09-13;84777;1.8617021276595744;0.44351651981079776;0.00825695648583932
Madrid;171085;8843.0;2020-09-14;6663394;5.168775754741795;2.5675354031293964;0.13271014741136425
Galicia;17877;687.0;2020-09-14;2699499;3.842926665547911;0.6622339923074615;0.025449166678705937
La Rioja;6907;384.0;2020-09-14;316798;5.559577240480672;2.1802536632175706;0.12121288644499019
Melilla;640;3.0;2020-09-14;86487;0.46875;0.7399956062760877;0.003468729404419161
Extremadura;7041;538.0;2020-09-14;1067710;7.640960090896179;0.6594487267141826;0.05038821402815371
Navarra;13104;547.0;2020-09-14;2153389;4.174297924297925;0.6085291603142767;0.025401820107746442
Pais Vasco;37546;1587.0;2020-09-14;2207776;4.226815106802323;1.7006254257678315;0.07188229240647602
Total;593730;29848.0;2020-09-14;48525383;5.027200916241389;1.2235452113793723;0.06151007607709145
Murcia;11356;173.0;2020-09-14;1493898;1.5234237407537865;0.7601589934520295;0.011580442573723239
Ceuta;413;8.0;2020-09-14;84777;1.937046004842615;0.48716043266451986;0.00943652169810208
Andalucia;42637;1593.0;2020-09-14;8414240;3.736191570701503;0.5067243149708114;0.01893219114263439
Castilla-Leon;36184;2900.0;2020-09-14;2399548;8.014592084899403;1.507950664041728;0.12085609456447631
Aragon;30947;1212.0;2020-09-14;1319291;3.9163731541021747;2.3457296381162305;0.09186752581500215
Asturias;4043;339.0;2020-09-14;1022800;8.384862725698738;0.39528744622604617;0.033144309737974186
Baleares;11002;259.0;2020-09-14;1149460;2.3541174331939647;0.9571450942181546;0.022532319523950378
Cataluña;123393;5780.0;2020-09-14;7675217;4.684220336647946;1.6076809294121586;0.07530731704393505
Canarias;10859;194.0;2020-09-14;2153389;1.7865365134911133;0.504274889488151;0.009009055029072777
Cantabria;5720;227.0;2020-09-14;581078;3.9685314685314683;0.9843773125122617;0.03906532341613346
Castilla-La Mancha;31277;3057.0;2020-09-14;2032863;9.773955302618537;1.5385690034202995;0.15037904669424354
Valencia;31699;1517.0;2020-09-14;5003769;4.7856399255497015;0.6335024658412489;0.030317146934640667
Galicia;18077;692.0;2020-09-15;2699499;3.8280688167284396;0.6696427744555564;0.02563438623240831
Total;603167;30004.0;2020-09-15;48525383;4.974410072169068;1.2429927652503021;0.06183155731094384
Pais Vasco;37883;1596.0;2020-09-15;2207776;4.212971517567246;1.7158896554722942;0.07228994245793051
Navarra;13407;548.0;2020-09-15;2153389;4.0874170209592;0.6226000039937049;0.025448258535731353
Murcia;11733;178.0;2020-09-15;1493898;1.5170885536520924;0.7853949868063281;0.011915137445796165
Melilla;655;4.0;2020-09-15;86487;0.6106870229007634;0.7573392532981835;0.0046249725392255485
Madrid;174680;8925.0;2020-09-15;6663394;5.109342798259675;2.6214868879132767;0.13394075151491866
La Rioja;6978;387.0;2020-09-15;316798;5.546001719690456;2.202665420867556;0.12215986212034168
Extremadura;7260;538.0;2020-09-15;1067710;7.410468319559229;0.6799599142089144;0.05038821402815371
Ceuta;416;8.0;2020-09-15;84777;1.9230769230769231;0.49069912830130813;0.00943652169810208
Andalucia;43678;1614.0;2020-09-15;8414240;3.695224140299464;0.5190961988248493;0.019181768050352734
Castilla-Leon;36832;2912.0;2020-09-15;2399548;7.90616854908775;1.5349557499995832;0.12135618874888104
Castilla-La Mancha;32260;3058.0;2020-09-15;2032863;9.479231246125233;1.5869244508852784;0.1504282384007186
Cantabria;5798;227.0;2020-09-15;581078;3.9151431528113143;0.9978006395010652;0.03906532341613346
Canarias;10969;200.0;2020-09-15;2153389;1.823320266204759;0.5093831165664913;0.009287685596982245
Valencia;32603;1521.0;2020-09-15;5003769;4.665214857528448;0.6515688474028277;0.030397086676063584
Baleares;11278;264.0;2020-09-15;1149460;2.340840574569959;0.9811563690776538;0.022967306387347102
Asturias;4095;340.0;2020-09-15;1022800;8.302808302808304;0.4003715291357059;0.033242080563159956
Aragon;31172;1212.0;2020-09-15;1319291;3.888104709354549;2.3627842530571344;0.09186752581500215
Cataluña;123393;5780.0;2020-09-15;7675217;4.684220336647946;1.6076809294121586;0.07530731704393505
Galicia;18252;695.0;2020-09-16;2699499;3.8078018847249617;0.6761254588351394;0.025745517964629733
La Rioja;7042;387.0;2020-09-16;316798;5.495597841522295;2.222867568608388;0.12215986212034168
Madrid;178118;8955.0;2020-09-16;6663394;5.027565995575967;2.6730822160598637;0.1343909725284142
Melilla;657;4.0;2020-09-16;86487;0.60882800608828;0.7596517395677963;0.0046249725392255485
Extremadura;7618;540.0;2020-09-16;1067710;7.0884746652664745;0.7134896179674256;0.050575530808927516
Navarra;13709;549.0;2020-09-16;2153389;4.0046684659712595;0.636624409245148;0.025494696963716264
Pais Vasco;38324;1745.0;2020-09-16;2207776;4.553282538357165;1.7358645079935646;0.07903881553201049
Total;614360;30243.0;2020-09-16;48525383;4.92268376847451;1.2660590437792114;0.06232408304742283
Murcia;11733;178.0;2020-09-16;1493898;1.5170885536520924;0.7853949868063281;0.011915137445796165
Ceuta;427;9.0;2020-09-16;84777;2.107728337236534;0.5036743456361985;0.01061608691036484
Andalucia;44607;1631.0;2020-09-16;8414240;3.6563768018472436;0.5301370058377227;0.01938380649945806
Castilla-Leon;37123;2920.0;2020-09-16;2399548;7.865743609083317;1.547083033971398;0.12168958487181752
Castilla-La Mancha;33236;3059.0;2020-09-16;2032863;9.203875315922494;1.6349355564049324;0.15047743010719364
Cantabria;5883;228.0;2020-09-16;581078;3.8755736868944415;1.012428624040146;0.039237417351887356
Canarias;11161;205.0;2020-09-16;2153389;1.8367529791237345;0.5182992947395942;0.0095198777369068
Valencia;33150;1531.0;2020-09-16;5003769;4.6184012066365;0.6625006070424114;0.030596936029620873
Baleares;11452;268.0;2020-09-16;1149460;2.340202584701362;0.9962939119238599;0.023315295878064482
Asturias;4167;340.0;2020-09-16;1022800;8.159347252219822;0.40741102854908096;0.033242080563159956
Aragon;31467;1212.0;2020-09-16;1319291;3.85165411383354;2.385144748201875;0.09186752581500215
Cataluña;126234;5787.0;2020-09-16;7675217;4.584343362327107;1.644696169502439;0.07539851967703323
Galicia;18487;698.0;2020-09-17;2699499;3.7756261156488344;0.6848307778591509;0.025856649696851156
La Rioja;7213;391.0;2020-09-17;316798;5.420768057673645;2.2768451821034223;0.12342249635414365
Madrid;181959;8970.0;2020-09-17;6663394;4.929681961320957;2.7307255131544075;0.13461608303516195
Melilla;660;4.0;2020-09-17;86487;0.6060606060606061;0.7631204689722155;0.0046249725392255485
Total;625651;30405.0;2020-09-17;48525383;4.859738096798375;1.2893272784678484;0.0626579289441157
Navarra;13936;550.0;2020-09-17;2153389;3.946613088404133;0.6471659323977228;0.025541135391701175
Pais Vasco;38896;1745.0;2020-09-17;2207776;4.486322501028384;1.7617729334860057;0.07903881553201049
Extremadura;7883;540.0;2020-09-17;1067710;6.850183940124318;0.7383090914199548;0.050575530808927516
Murcia;11733;178.0;2020-09-17;1493898;1.5170885536520924;0.7853949868063281;0.011915137445796165
Ceuta;430;9.0;2020-09-17;84777;2.0930232558139537;0.5072130412729868;0.01061608691036484
Cataluña;127544;5796.0;2020-09-17;7675217;4.544314119049113;1.661764090839386;0.07551578020530234
Castilla-Leon;37997;2925.0;2020-09-17;2399548;7.6979761560123166;1.5835065604022092;0.12189795744865282
Castilla-La Mancha;33956;3062.0;2020-09-17;2032863;9.01755212628107;1.670353585066972;0.1506250052266188
Cantabria;6005;228.0;2020-09-17;581078;3.796835970024979;1.033424084202121;0.039237417351887356
Canarias;11310;207.0;2020-09-17;2153389;1.830238726790451;0.525218620509346;0.009612754592876624
Valencia;33831;1534.0;2020-09-17;5003769;4.534302858325205;0.6761103480196627;0.03065689083568806
Baleares;11737;269.0;2020-09-17;1149460;2.29189741842038;1.0210881631374733;0.023402293250743826
Asturias;4247;341.0;2020-09-17;1022800;8.02919708029197;0.41523269456394213;0.03333985138834572
Aragon;31838;1302.0;2020-09-17;1319291;4.089452855078837;2.41326591328221;0.0986893717913637
Andalucia;45989;1656.0;2020-09-17;8414240;3.60086107547457;0.5465615432885205;0.019680921865789423
Galicia;18593;702.0;2020-09-18;2699499;3.775614478567203;0.6887574323976412;0.026004825339813055
La Rioja;7333;393.0;2020-09-18;316798;5.359334515205236;2.314724209117482;0.12405381347104465
Madrid;187045;8999.0;2020-09-18;6663394;4.811141703868053;2.8070529823090156;0.13505129668154098
Melilla;664;4.0;2020-09-18;86487;0.6024096385542169;0.767745441511441;0.0046249725392255485
Total;640040;30495.0;2020-09-18;48525383;4.764545965877133;1.3189798007364517;0.06284339888672286
Navarra;14205;553.0;2020-09-18;2153389;3.8929954241464273;0.659657869525664;0.025680450675655907
Pais Vasco;39430;1749.0;2020-09-18;2207776;4.435708851128583;1.785960169872306;0.07921999333265693
Extremadura;8166;544.0;2020-09-18;1067710;6.661768307616948;0.7648144158994483;0.05095016437047513
Murcia;13371;193.0;2020-09-18;1493898;1.4434223319123476;0.8950410268974187;0.012919222062014943
Ceuta;441;9.0;2020-09-18;84777;2.0408163265306123;0.5201882586078771;0.01061608691036484
Cataluña;128901;5797.0;2020-09-18;7675217;4.497249827386909;1.6794443727128496;0.07552880915288779
Castilla-Leon;38872;2931.0;2020-09-18;2399548;7.540131714344516;1.6199717613483873;0.1221480045408552
Aragon;32266;1302.0;2020-09-18;1319291;4.035207338994607;2.4457075808142403;0.0986893717913637
Asturias;4340;341.0;2020-09-18;1022800;7.857142857142857;0.4243253813062182;0.03333985138834572
Baleares;12059;270.0;2020-09-18;1149460;2.238991624512812;1.0491013171402224;0.023489290623423174
Andalucia;47612;1662.0;2020-09-18;8414240;3.490716626060657;0.5658502728707524;0.01975222955370895
Canarias;11479;209.0;2020-09-18;2153389;1.820716090251764;0.533066714838796;0.009705631448846445
Cantabria;6058;231.0;2020-09-18;581078;3.8131396500495214;1.0425450627970771;0.03975369915914903
Castilla-La Mancha;34835;3065.0;2020-09-18;2032863;8.79862207549878;1.7135930950585454;0.150772580346044
Valencia;34370;1541.0;2020-09-18;5003769;4.48356124527204;0.6868822281764007;0.03079678538317816
Galicia;18593;702.0;2020-09-19;2699499;3.775614478567203;0.6887574323976412;0.026004825339813055
Total;640040;30495.0;2020-09-19;48525383;4.764545965877133;1.3189798007364517;0.06284339888672286
Pais Vasco;39430;1749.0;2020-09-19;2207776;4.435708851128583;1.785960169872306;0.07921999333265693
Navarra;14205;553.0;2020-09-19;2153389;3.8929954241464273;0.659657869525664;0.025680450675655907
Murcia;13371;193.0;2020-09-19;1493898;1.4434223319123476;0.8950410268974187;0.012919222062014943
Melilla;664;4.0;2020-09-19;86487;0.6024096385542169;0.767745441511441;0.0046249725392255485
Madrid;187045;8999.0;2020-09-19;6663394;4.811141703868053;2.8070529823090156;0.13505129668154098
La Rioja;7333;393.0;2020-09-19;316798;5.359334515205236;2.314724209117482;0.12405381347104465
Extremadura;8166;544.0;2020-09-19;1067710;6.661768307616948;0.7648144158994483;0.05095016437047513
Ceuta;441;9.0;2020-09-19;84777;2.0408163265306123;0.5201882586078771;0.01061608691036484
Andalucia;47612;1662.0;2020-09-19;8414240;3.490716626060657;0.5658502728707524;0.01975222955370895
Aragon;32266;1302.0;2020-09-19;1319291;4.035207338994607;2.4457075808142403;0.0986893717913637
Asturias;4340;341.0;2020-09-19;1022800;7.857142857142857;0.4243253813062182;0.03333985138834572
Baleares;12059;270.0;2020-09-19;1149460;2.238991624512812;1.0491013171402224;0.023489290623423174
Valencia;34370;1541.0;2020-09-19;5003769;4.48356124527204;0.6868822281764007;0.03079678538317816
Cataluña;128901;5797.0;2020-09-19;7675217;4.497249827386909;1.6794443727128496;0.07552880915288779
Cantabria;6058;231.0;2020-09-19;581078;3.8131396500495214;1.0425450627970771;0.03975369915914903
Castilla-La Mancha;34835;3065.0;2020-09-19;2032863;8.79862207549878;1.7135930950585454;0.150772580346044
Castilla-Leon;38872;2931.0;2020-09-19;2399548;7.540131714344516;1.6199717613483873;0.1221480045408552
Canarias;11479;209.0;2020-09-19;2153389;1.820716090251764;0.533066714838796;0.009705631448846445
Extremadura;8166;544.0;2020-09-20;1067710;6.661768307616948;0.7648144158994483;0.05095016437047513
Total;640040;30495.0;2020-09-20;48525383;4.764545965877133;1.3189798007364517;0.06284339888672286
Pais Vasco;39430;1749.0;2020-09-20;2207776;4.435708851128583;1.785960169872306;0.07921999333265693
Navarra;14205;553.0;2020-09-20;2153389;3.8929954241464273;0.659657869525664;0.025680450675655907
Murcia;13371;193.0;2020-09-20;1493898;1.4434223319123476;0.8950410268974187;0.012919222062014943
Melilla;664;4.0;2020-09-20;86487;0.6024096385542169;0.767745441511441;0.0046249725392255485
Madrid;187045;8999.0;2020-09-20;6663394;4.811141703868053;2.8070529823090156;0.13505129668154098
La Rioja;7333;393.0;2020-09-20;316798;5.359334515205236;2.314724209117482;0.12405381347104465
Galicia;18593;702.0;2020-09-20;2699499;3.775614478567203;0.6887574323976412;0.026004825339813055
Cataluña;128901;5797.0;2020-09-20;7675217;4.497249827386909;1.6794443727128496;0.07552880915288779
Cantabria;6058;231.0;2020-09-20;581078;3.8131396500495214;1.0425450627970771;0.03975369915914903
Castilla-Leon;38872;2931.0;2020-09-20;2399548;7.540131714344516;1.6199717613483873;0.1221480045408552
Castilla-La Mancha;34835;3065.0;2020-09-20;2032863;8.79862207549878;1.7135930950585454;0.150772580346044
Canarias;11479;209.0;2020-09-20;2153389;1.820716090251764;0.533066714838796;0.009705631448846445
Valencia;34370;1541.0;2020-09-20;5003769;4.48356124527204;0.6868822281764007;0.03079678538317816
Baleares;12059;270.0;2020-09-20;1149460;2.238991624512812;1.0491013171402224;0.023489290623423174
Asturias;4340;341.0;2020-09-20;1022800;7.857142857142857;0.4243253813062182;0.03333985138834572
Aragon;32266;1302.0;2020-09-20;1319291;4.035207338994607;2.4457075808142403;0.0986893717913637
Andalucia;47612;1662.0;2020-09-20;8414240;3.490716626060657;0.5658502728707524;0.01975222955370895
Ceuta;441;9.0;2020-09-20;84777;2.0408163265306123;0.5201882586078771;0.01061608691036484
Madrid;199036;9023.0;2020-09-21;6663394;4.533350750617979;2.987006321403177;0.1354114734923374
Galicia;19428;718.0;2020-09-21;2699499;3.6956969322627136;0.7196890978659374;0.026597527911660646
La Rioja;7732;399.0;2020-09-21;316798;5.160372478013451;2.4406719739392293;0.1259477648217476
Melilla;734;4.0;2020-09-21;86487;0.5449591280653951;0.8486824609478881;0.0046249725392255485
Extremadura;8959;549.0;2020-09-21;1067710;6.127916062060498;0.8390855194762623;0.05141845632240964
Navarra;15080;556.0;2020-09-21;2153389;3.687002652519894;0.7002914940124613;0.025819765959610642
